Date,Temperature_2m,Relative_Humidity_2m,Precipitation
2024-09-24,25.84,87.18,1.8
2024-09-25,25.81,88.49,5.14
2024-09-26,25.69,88.09,2.78
2024-09-27,26.11,86.81,2.1
2024-09-28,25.91,88.29,5.7
2024-09-29,26.32,85.31,1.98
2024-09-30,26.19,84.96,1.58
2024-10-01,26.32,85.41,1.88
2024-10-02,26.47,85.93,3.49
2024-10-03,26.48,86.5,3.62
2024-10-04,26.0,89.56,14.1
2024-10-05,25.92,90.11,9.85
2024-10-06,25.66,90.52,18.88
2024-10-07,26.08,88.38,3.58
2024-10-08,26.19,88.01,10.22
2024-10-09,25.67,88.44,19.56
2024-10-10,26.16,85.42,1.28
2024-10-11,26.36,87.66,7.17
2024-10-12,26.6,89.3,15.77
2024-10-13,25.94,93.2,16.25
2024-10-14,25.9,90.46,8.18
2024-10-15,26.19,88.56,4.25
2024-10-16,26.42,87.51,3.99
2024-10-17,25.74,91.81,15.36
2024-10-18,26.06,87.91,5.85
2024-10-19,26.49,86.9,8.18
2024-10-20,26.35,88.13,6.76
2024-10-21,26.67,87.19,2.55
2024-10-22,26.78,86.94,5.03
2024-10-23,26.73,87.97,11.79
2024-10-24,26.99,87.43,3.52
2024-10-25,26.82,88.92,9.8
2024-10-26,26.77,87.0,10.22
2024-10-27,26.91,86.73,11.05
2024-10-28,26.7,90.1,12.7
2024-10-29,26.72,89.36,12.71
2024-10-30,26.75,88.76,4.09
2024-10-31,26.92,87.46,4.25
2024-11-01,27.02,87.03,4.98
2024-11-02,27.04,88.56,3.0
2024-11-03,26.91,87.98,4.42
2024-11-04,27.31,85.49,2.27
2024-11-05,27.37,84.32,0.81
2024-11-06,27.4,83.54,1.64
2024-11-07,27.39,85.1,3.48
2024-11-08,27.26,86.89,4.25
2024-11-09,26.75,89.57,5.88
2024-11-10,26.9,86.07,2.47
2024-11-11,27.41,80.86,1.56
2024-11-12,27.4,84.96,2.79
2024-11-13,27.47,86.53,1.78
2024-11-14,27.38,88.09,5.42
2024-11-15,27.13,85.32,3.95
2024-11-16,27.24,86.05,1.32
2024-11-17,27.28,84.37,1.8
2024-11-18,27.37,83.85,0.02
2024-11-19,27.4,81.62,0.78
2024-11-20,27.68,82.82,1.44
2024-11-21,27.58,86.95,1.4
2024-11-22,27.58,84.13,0.94
2024-11-23,27.38,84.77,1.33
2024-11-24,27.39,82.57,0.21
2024-11-25,27.57,81.46,0.21
2024-11-26,27.22,85.11,0.65
2024-11-27,27.3,84.3,0.35
2024-11-28,27.38,82.04,0.2
2024-11-29,27.62,78.55,0.04
2024-11-30,27.81,75.3,0.02
2024-12-01,27.72,68.96,0.01
2024-12-02,27.02,77.13,0.22
2024-12-03,27.45,82.7,0.49
2024-12-04,27.05,85.53,0.88
2024-12-05,27.57,81.66,0.63
2024-12-06,27.53,80.39,0.53
2024-12-07,28.08,77.83,0.36
2024-12-08,27.52,82.89,0.74
2024-12-09,27.74,82.7,0.64
2024-12-10,27.44,79.94,0.3
2024-12-11,27.4,83.01,0.45
2024-12-12,27.62,84.19,0.23
2024-12-13,27.67,82.24,0.29
2024-12-14,27.84,81.6,0.14
2024-12-15,28.18,78.12,0.05
2024-12-16,28.37,77.62,0.08
2024-12-17,28.26,75.57,0.4
2024-12-18,27.91,73.35,0.32
2024-12-19,27.5,73.86,0.36
2024-12-20,27.64,60.94,0.24
2024-12-21,27.46,55.9,0.0
2024-12-22,27.1,60.07,0.0
2024-12-23,28.03,67.6,0.0
2024-12-24,28.17,75.0,0.03
2024-12-25,28.19,77.01,0.12
2024-12-26,28.54,79.33,0.25
2024-12-27,28.6,80.46,0.07
2024-12-28,28.61,81.08,0.05
2024-12-29,28.23,82.11,0.06
2024-12-30,28.54,79.1,0.02
2024-12-31,28.25,79.37,0.01
